docID,text
FDA-2021-N-1088-99223,"Nothing should be approved without adequate testing and trials. To rush something for a demographic that is being affected the least amount, would be considered a derelict of duty. Do not rush that which could effect our future the most"
FDA-2021-N-1088-50418,Please leave the children alone....the  risks that these vaccines place them in outweigh any amount of reason of them having these... 
FDA-2021-N-1088-16197,"I do not agree with the vaccine mandate. We need a better vaccine for adults and this is personal choice! We will not allow our kids to vaccinated. You can not cherry pick science and you are hiding side effects, effectiveness and the truth about natural immunity.  "
FDA-2021-N-1088-109605,"The government needs to stay away from my body and my children’s bodies. Whether it be vaccines or abortions, the government should play no part in making decisions or dictating forced mandates to individuals or those individuals’ children. "
FDA-2021-N-1088-43629,WE DO NIT NEED VACCINES FIR CHILDREN!!! THERE IS VERY FEW CASES OF COVID IN THE 5-12 AGE GROUP. STOP MANDATORY VACCINES!!!
FDA-2021-N-1088-49403,This is not ok with the adverse reactions already recorded in the 12 to 19 yr olds. Also it still hasnt been fully tested to indicate that it is safe for anyone especially young children.
FDA-2021-N-1088-13652,I am opposed to the covid-19 vaccine being recommended for 5 to 12 year olds
FDA-2021-N-1088-83943,"Docket No. FDA-2021-N-1088 for “Vaccines and Related Biological Products; Notice of Meeting; Establishment of a Public Docket; 
We do not know fully the affects this vaccine has on small children. It is not safe to inject them until more time and studies have been done. I am vaccinated but my kids will not be getting the vaccine. This is unsafe and absolutely should not be passed. "
FDA-2021-N-1088-101422,"This survivability rate of COVID-19 for the age group being discussed does not justify the risk associated with these gene therapies.  DO NOT put undue risk to our childrens’ lives, as the tangible risk associated with the gene therapies is far greater than COVID-19 itself.  Please consider common sense, at least for the sake for our childrens’ future.
Thank you,
Brad Hartwell"
FDA-2021-N-1088-116916,"""No"" to forced/mandatory inoculations! Stop the mass experiment!  Give your head a shake. Save the children NOW!"
FDA-2021-N-1088-113464,No Vaccine Mandate for Children! It is an unnecessary risk to our children's health to mandate an unproven vaccine who's long term side effects are unknown.
FDA-2021-N-1088-55712,Mandatory COVID vaccines are not acceptable for children given lack of long term data particularly regarding fertility issues. And the low rate of infections and high recovery rates. 
FDA-2021-N-1088-70125,Please oppose this mandate. This vaccine has not been tested long enough on children and it should always be the parents job to decide what is best for their kids. 
FDA-2021-N-1088-44942,As a grandmother of nine grandchildren I vehemently oppose vaccinating any child with these experimental medical devices.  There have been hundreds of deaths and thousands of medical injuries to minors who have been given these shots.  Anyone who advocates these mandates should be held personally responsible for all injury and death.  
FDA-2021-N-1088-101953,"As a mom, I am strongly against mandating this vaccine for kids. It has not been proven safe or effective. We have no long term data. And kids are doing extremely well on their own fighting COVID. Do not risk their health and well-being by mandating a vax with risky and unknown side effects. This is unethical and wrong. "
FDA-2021-N-1088-77478,"Trust in the FDA will never be regained if this approval is proceeded with, especially given all of the evidence you have in hand. The refusal to condone early treatment combined with the peddling of these shots will go down in history as intentionally causing damage and death in all age groups. There is still time to set this right. Leave our offspring, that are at nearly zero risk, ALONE."
FDA-2021-N-1088-5064,"My family is concerned with the many negative reactions and deaths attributed to the vaccine for Covid 19.  Most doctors can tell you that boosting your immune system with exercise, vitamin D3, vitamin C, and better diet is more consistent with avoiding or reducing symptoms of a virus.  This is not promoted because it doesn't offer financial gain to big pharma."
FDA-2021-N-1088-36858,Allowing these vaccines to be given to children this young is reckless and irresponsible especially in light of the injuries suffered by older children in the 12 to 17 year old age group. I hope that you use real science and making a determination that it is neither necessary or prudent.
FDA-2021-N-1088-103828,We the parents have are a voice for our children. Not the FDA and not the government. It's an infringement on our rights to force a vaccine on anyone. 
FDA-2021-N-1088-102911,I am against these vaccine mandates and the freedoms being taking away for my body my choice! I will not allow my children to receive a vaccine that is scientifically not going to help them especially since they have already had the antibodies to fight the virus! Please stop this mandate 
FDA-2021-N-1088-44260,Do not authorize this injection for children. 0.OOO7% fatality across all kids in America under 18 is no ground for authorizing.
FDA-2021-N-1088-12919,Under NO CIRCUMSTANCES should our innocent children ages 5-12 be used for any Covid 19 jabs let alone Pfizer jabs.  It is criminal what this govt and pharmaceutical companies are doing to us let alone our innocent children.
FDA-2021-N-1088-114131,Children have high immunity against COVID-19.  Vaccines and boosters not necessary!
FDA-2021-N-1088-66335,Kids are our filter to prevent disease. They have an immune system stronger than anyone else. Mankind should not be allowed to alter their immune system and put them in danger of compromising it. Man made vaccines are not as capable of preventing viruses as a healthy immune system. Please don’t put our children in jeopardy! 
FDA-2021-N-1088-14043,"The risk is greater than the benefits, especially not knowing long term side effects."
FDA-2021-N-1088-95073,"This is too dangerous for children who are at extremely low risk of this disease. There are not enough studies, and myocarditis is unacceptable as a risk for children and young males. This is not a safe vaccine for children. There is no case for emergency use in this age bracket. Do not make your political. Your approval affects many countries decisions. "
FDA-2021-N-1088-126408,Kids do not need the vaccine. Look at the numbers. The survival rate shows over 99% in children who get Covid. 
FDA-2021-N-1088-7788,"What are you people doing? When will we have adults running this country instead of the children we now have?? Come on, folks, quit dictating to people and start doing the right thing. And that includes not using the real children as a pawn in this game you are playing. If you are so concerned about kids, why not start protecting the ones in the womb? Shame on you!"
FDA-2021-N-1088-82869,I strongly oppose children ages 5-11 years to be coerced/forced have the COVID-19 vaccine. 
FDA-2021-N-1088-42504,"Please DO NOT allow EUA drugs imposed on our children!According to published data by the CDC,99.99815% of children who contact COVID- 19 survive. The drug is worse than the virus!"
FDA-2021-N-1088-16903,I ask that you please stop the mandate to vaccinate our children with a untested and unsafe covid 19 vaccination. Please let this be personal choice to the parent and child. Please. This is a free country. Free choice and medical freedom. Let kids be kids. 
FDA-2021-N-1088-4964,Are u trying to kill children now ? How many people are u trying to erase with ur experimental drugs. How much money do u receive per a child ? Do u get more of they die too? These are all legit questions because these are the ones that need to be answered. You may not answer us honestly but u will have to answer to God. 
FDA-2021-N-1088-84051,"I feel very strongly that the COVID-19 vaccine is not necessary for children as there are so few cases in children, especially children who are healthy with no pre-existing illness. I believe that if parents decide to have their children vaccinated, they should have the option. However, I do not believe that the vaccine should be mandated for children."
FDA-2021-N-1088-34824,"I am against using our children for experimentation of a trial gene altering ""vaccine"". Their immunological and neurological systems are still in development, making them potentially more vulnerable to adverse effects than adults. These drug companies are EXEMPT from any liability of harm or death that these ""vaccines"" cause. "
FDA-2021-N-1088-127677,"You have to know by now that these ""vaccines"" are not safe. Why have you all broken your own guidelines for vaccine safety. Never in the history of the FDA or the CDC have you allowed more than a maximum of 50 deaths. Please in the name of humanity stop the madness."
FDA-2021-N-1088-110261,"5-11 yr olds do not need this vaccine.  Even in your trials none of the kids needed it
Tell us why they need it.  
Almost 0 kids have gotten sick or died from only Covid- they ALWAYS has another reason for their sickness. 
Be honest!!!"
FDA-2021-N-1088-105437,Any child 18 and younger should NOT be mandated to take the COVID vaccine. This vaccine has only been granted Emergency use! Parents know their children best not the government! 
FDA-2021-N-1088-95852,"I am opposed to requiring any person, let alone anyone under the age of 18 to receive an experimental mRNA vaccine. Administering this vaccine to young children is murder and is wrong. "
FDA-2021-N-1088-56263,Ages 5-12 are too young and has a very low risk of serious side effects and we don’t know the long term side effects and serious side effects of Covid vaccine and long term side effects is unknown. 
FDA-2021-N-1088-19519,The vaccine mandate is un-constitutional! It goes against  several articles of the Constitution. The only people who get to make health decisions for my kids are me and my husband. Our children's biological parents. You have no right to mandate vaccines!!
FDA-2021-N-1088-85960,"Please do not approve the=is product for children 5 to 11. According to BBC data:Healthy children with Covid end up in intensive care at a rate of 2 in 1 million
Compared to:
60 cases of the heart condition per million 2nd doses given to 12 to 17-yr-old boys, 8 in 1 million girls
https://bbc.co.uk/news/health-58445499"
FDA-2021-N-1088-1023,FDA-2021-N-1088-0001 No to vaccines for children. They are not vulnerable to covid 19. The vaccine puts them at risk for death and serious injury for an absoulute effectiveness of less than l%. This is a crime against humanity and not about health.
FDA-2021-N-1088-96298,"Since the risk of Covid is so minimal for children, any authorization of a vaccine should explicitly limit the recommendation to those who are immuno- or otherwise compromised. There is no need for the average child to receive this vaccine and without limits, schools and other governing bodies are sure to impose mandates."
FDA-2021-N-1088-49915,No…no…no…not for my great and grand babies… you do not have the right to sterilize them… 
FDA-2021-N-1088-7064,Please be a true leader and start working for the overall health of the people and our children...not the colusion of big Gov with big Pharma and big Tech.  Our response to this pandemic will show to be on the wrong side of history...until real leadership start to rise and stand up for what it means to build a true and robust immune system.
FDA-2021-N-1088-58272,There is no data or scientific rationale for approving this experimental vaccine for small children. Please oppose this — the risk is way too high for these innocent lives.
FDA-2021-N-1088-59127,Please don’t force parents to give a vaccine to our children because of a virus that does not affect them.
FDA-2021-N-1088-125595,We don’t coparent with the government! Stop testing on our children! Stop the mandates! 
FDA-2021-N-1088-80873,Please please NO MANDATORY VACCINES FOR KIDS! I fear so much the unknown long term effects based on what we DO know already. So so many teens have already effectively lost all chance for normal life after suffering reactions to these ecperimental gene therapy shots. PLEASE PLEASE DO NOT JEOPARDIZE THE HEALTH OF KIDS !
FDA-2021-N-1088-68253,"I have been vaccinated, as have my older children. I plan to vaccinate my younger children. With that said, I do not believe it is within the government's reach to strip parents of their medical rights in regards to their own children. This is unconstitutional and abhorrent. "
FDA-2021-N-1088-26203,It’s mass murder plain and simple to approve the COVID vaccine for any age groups but children is beyond a horrific crime. The few children accidentally given this jab at Walgreens ended up with heart issues. Children are not at risk from this flu. YOU know this!!!!!!!!!! It will be revealed as the biggest crime against humanity!!!!!!
FDA-2021-N-1088-5631,"Are you nuts, you already have blood on your hands now you want to vaccinate our kids too!!!  Disgraceful, apparently money is more important than life.  The risks kids take from getting the vaccine are far greater than them getting Covid or diving from it-shameful, don't you have a conscious???  I beg you to rethink this and your vaccine mandates as well!!!!"
FDA-2021-N-1088-104113,Children DO NOT need mandated Covid vaccinations. Children And their families NEED the freedom to choose for themselves!
FDA-2021-N-1088-86930,"Do the right thing, pull this experimental injection from the market completely. This does not belong in humans, let alone children. Let God and your conscience be your guide and shut this down immediately. There have been enough deaths and adverse reactions that this should have been stopped immediately. Do not approve this for children."
FDA-2021-N-1088-31991,There is no reason to give children the vaccine. They're very safe from Covid and we can't know the long term effects of the vaccine. An unvaccinated child is safer against covid than a vaccinated adult. Don't experiment with our children!
FDA-2021-N-1088-57724,If you have any conscience at all you will not approve this as many people have already died and have permanent neurological damage. Please take a stand and don't let them buy you. Look at the science and statistics and stop this government overreach and mandates. Please for our children and grand children
FDA-2021-N-1088-87815,This is absolutely absurd.  Children have a 99.99% chance of survival.  We are more likely to die on our way to get the vaccine.  Disgusting misuse of federal control. ALL MODIVATED BY MONEY. 
FDA-2021-N-1088-23615,"This is NOT a FDA approved vaccine they are looking to give children, the FDA would potentially be expanding the Emergency Use Authorization to include children as young as five. In other words, any mandate for children is of an experimental drug."
FDA-2021-N-1088-81182,"I have 4 grandchildren, who do not need a vaccine that does not have enough testing to be deemed safe. I have read the Vaers data and do not want them to experience any of the side effects that is stated there. "
FDA-2021-N-1088-52740,"Do not mandate vaccines for children. I know it’s obvious that you are not “following the science” because everything you’ve done has been anything but science. However, mandating this experimental therapy for children is downright evil."
FDA-2021-N-1088-28198,"I totally disagree with our children having to get these shots. There is absolutely no reason for forcing this upon our children.  Kids seldom get the virus. This is totally asanine what is happening to our country.  This needs to be our choice for a drug that we have no idea, whst it will do to our children in their later years.   "
FDA-2021-N-1088-47203,Hell no the vaccines for kids.  This poison is killing enough adults.  Don’t you dare go after the kids 
FDA-2021-N-1088-92561,Please leave our children alone. Do NOT mandate this for children. You have no idea what it can do to their developing bodies. 
FDA-2021-N-1088-83423,"This is against united States citizen’s constitutional right and against the Nuremberg Code.
Our bodies; our choice"
FDA-2021-N-1088-48162,"Parents should make decisions for their children's health, not the government. This is wrong and I oppose it. "
FDA-2021-N-1088-40177,We will not comply. The science is clear that  children are not nearly at the same risk for COVID as other demographics. Do not mandate COVID vaccines for children.
FDA-2021-N-1088-71240,Please do not mandate.  If the numbers provided are accurate the risk for children that get covid are low.  I've seen more risks specifically for male children.  Do not approve to be a mandate.
FDA-2021-N-1088-51954,Requiring vaccinations for our younger children is an overstep of power. I am highly opposed to this!
FDA-2021-N-1088-97714,This should all be a choice. Especially since this isn't anywhere near as bad as it's being reported. This is the United States of America. Not some 3rd world country led by a dictatorship. 
FDA-2021-N-1088-94002,"No, Vax mandates!  This shouldn't even be a discussion
"
FDA-2021-N-1088-56332,Kids have like a 99.9% recovery for COVID-19.   WHY on earth would you even CONSIDER  giving them some brand new vaccine (that isn't even working for adults!!)Leave the kids alone!!!
FDA-2021-N-1088-114866,Parents should have the right to choose for our children. Our kids are more likely to die from the vaccine itself then from Covid. 
FDA-2021-N-1088-6236,Hi - I am very much against this mandate for our kids. I am a parent of three with a grandchild on the way and will not allow this To be administered to my family and children.
FDA-2021-N-1088-53236,"I am against your so- called vaccination for anyone, of any age. This is not a vaccinations and y'all know it. What are y'all trying to do to us? Some of us aren't stupid, you know? Totally against that jab for children also. Stop it. This is America, or at least it used to be. And a mandate is not a law. Stop trying to force us to put something into our bodies that we do not want!"
FDA-2021-N-1088-117206,"

I am opposed to using an experimental vaccine with no long term date on our children.  
"
FDA-2021-N-1088-87440,"I oppose giving these vaccinations to children. The incidence of Myocarditis in teen boys was 1 in 7000 last time numbers were available. I cannot justify gambling with my healthy, athletic teen boy's future quality of life when Covid has not proven to be severe or dangerous to children."
FDA-2021-N-1088-101389,I do not feel the risk of SEAs is worth the benefit which is infintensimal by comparison.
FDA-2021-N-1088-98084,I completely disagree with the vaccine being mandated or recommended for children. The risks outweigh the benefits and the science does not support vaccinating young children against Covid 19.
FDA-2021-N-1088-126987,"With children holding a zero statistical death risk to C19 and proof from studies performed around the world showing children are not superspreaders/ have a very low viral load and low transmission rates, we deserve a choice for our children and should not be mandated. "
FDA-2021-N-1088-40620,I object to a vaccine that has not been adequately researched and proven safe ESPECIALLY for a virus that is no more dangerous than the H1N1 or bird flu!!
FDA-2021-N-1088-82182,"Children should absolutely not be required to be vaccinated.  They have very mild symptoms if infected,  and the vaccine does not prevent spread of covid 19. There is no reason to require it. If individual parents want to vaccinate their children that should only be up to them and no one else."
FDA-2021-N-1088-86890,I Oppose mandatory vaccines! This vaccine is not long term studied and is not protecting against Covid. The government should not be forcing medical studies on our children! PLEASE STOP!!
FDA-2021-N-1088-113780,"Please stop this insanity!  Where is the evidence that children are contracting, spreading and dying from Covid? It’s all nonsense!  Stop masking the children!  Stop vaccinations until they’ve been properly studied!  There have been fewer children dying from the virus than harmed by the “vaccine”. Why are you trying to destroy our country and world?  Leave the children alone!"
FDA-2021-N-1088-126458,"I am opposed to the approval of the COVID-19 vaccines for children. Their immunological and neurological systems are still in development, making them potentially more vulnerable to adverse effects than adults. "
FDA-2021-N-1088-63395,"There were only 2 Covid death under 12 years old in BC, Canada. Please don't allow Covid Vaccines for children. Please stop using us as guineapigs. So many people have died by Covid Vaccines already, and you know how dangerous they are. Please stop killing people. Please don't allow Covid vaccines for children. "
FDA-2021-N-1088-15929,Do NOT mandate the covid vaccine for children!!!!!!!!!!!!!!!!!!
FDA-2021-N-1088-43258,"PLEASE do not be in such a hurry to put this stuff into our kids. The risks outweigh the benefits, at this point. This stuff needs to be studied and determined SAFE, not just released and hoped to be ""safe enough""."
FDA-2021-N-1088-21969,"I oppose the Covid 19 vaccine being mandated for children. I will not comply. My children, my choice."
FDA-2021-N-1088-110824,"I oppose mandated vaccines for children. This has been proven unsafe, ineffective, and potentially quite harmful. A child’s body does not belong to the government."
FDA-2021-N-1088-104393,"Besides the fact that this vaccine has not been properly tested, there are so many cases of adverse reactions and deaths that are being ignored to rush this to approval. Greed is ruling this country and it has to stop. "
FDA-2021-N-1088-67856,There is absolutely no reason imaginable to vaccinate young children who have a .0007 chance of dying from COVID.   The best we can hope for from vaccinated young children is heart issues from these shots that have not had any long term testing.  
FDA-2021-N-1088-128707,I say 'NO' to COVID vaccinations for children ages 5-11
FDA-2021-N-1088-41319,I would like to express my dissent for any type of covid 19 vaccination for children of any age. Children are not at high risk nor  are they any risk. This madness of innoculating kids with this experiment drug is a must. 
FDA-2021-N-1088-56566,Parents should be given the right to choose if their children receive the vaccine. Plus there is a very low mortality rate in children from the virus. The same as flu. I vote against the mandate for children. 
FDA-2021-N-1088-13548,"In no way should you all make a decision to vaccinate children with the experimental vaccines for COVID 19 or even non-experimental. Children are at NO RISK, by the way, I'm 64 and I am not at risk either. You WILL be held accountable for every death. "
FDA-2021-N-1088-16346,Stop vaccine mandates. I have close friend who suffered a stroke right after a second dose of the Covid Shot.I heard of thousand of other stories where people got adverse reaction to those shots. 
FDA-2021-N-1088-69951,Parents decide what’s best for their kids. No discussion. 
FDA-2021-N-1088-123673,Why on earth are you planning on giving little children who have a 98% of survival. This is criminal!! This isn’t even a vaccine!! It is experimental gene therapy. You wouldn’t be suggesting this if you could be held liable!! Disgusting!!! Total greed and total lies!! Why don’t you suggest to Americans to improve their diets!!! 
FDA-2021-N-1088-56771,This is absolutely ridiculous and should not be mandated for children aged 5-12. The science has proven they are able to fight it using their immune system. I will not support this and will do everything in my power to fight this. My children WILL NOT receive this.
FDA-2021-N-1088-77720,Why are vaccine companies not being held liable for their product? Why are American citizens being forced into getting a vaccine? Are American's rights in our Constitution being upheld in these forced vaccinations? Do the government official's believe in what they are writing into law and why?
FDA-2021-N-1088-33307,If parents choose to have their children vaccinated it is THEIR CHOICE!!! Since when does the government tell us what we are required to do with our children’s health?? This is absolutely absurd- I support VACCINES OF CHOICE that are not killing people or having misrepresented numbers being provided. I am so disappointed in our government and society for allowing this to continue 
FDA-2021-N-1088-35374,"This is madness!  Children don’t need this!  This is an experimental drug with ZERO long term studies to know the side effects/adverse reactions, there is no informed consent, and science proves that CHILDREN aren’t at risk from Covid.  Stop this blatant experiment (malpractice), which has already gone too far; do not allow it to affect our children! "
FDA-2021-N-1088-111885,"The Parents, and only them, have the God given responsibility to make ALL decisions for their children."
FDA-2021-N-1088-2994,I am highly against this trial shot (it is not a vaccine it is a trial). On our most precious commodity’Our Children’ you don’t know what this will do to them. How can you think this is okay?  It is Not okay. Please rethink this decision. Please remember our babies and do what is best for them. Not some shot. It is not a vaccine there is nothing good about this. 
FDA-2021-N-1088-30510,Please do not start vaccinating our kids with this experimental Vaccine.  We don't know what effects our children will have since we don't have enough evidence.  We know that kids immune system is very strong and it has been fighting it off very well without it.  Please do not vaccinate the kids!!!!
FDA-2021-N-1088-93752,I disagree strongly about a vaccine mandate for anyone especially children
FDA-2021-N-1088-43729,I am speaking in opposition to an EUA of these “vaccines” for children.  There is no long term safety data in any age group so the use of these injections should be halted altogether until we have such long term data.  The thought of using this biological agent in children is unconscionable.  DO NO HARM
FDA-2021-N-1088-90041,Apposing mandated vaccines for children 5-11. This should be a parents and child’s choice! 
FDA-2021-N-1088-79974,Why would you vaccinate children with no evidence basis? Absolutely NO! My children will not be subjected to this experiment.
FDA-2021-N-1088-128547,Not ethical to recommend vaccines for a age group that is in 99.99% of cases not severely affected by a disease. Covid vaccine for 5-11 year olds should not be recommended by a Government supported entity.
FDA-2021-N-1088-18817,DO NOT authorize the vaccine for children--ages 5-12 or any ages.  The risk of myocarditis and other negative reactions are far too great.  Children do NOT need the vaccine--show that by voting NO.
FDA-2021-N-1088-56915,Child covid vaccines mRna horrible idea. There will be more hospitalizations from vaccine than from getting covid.  Study here: https://www.news-medical.net/news/20210913/The-rate-of-vaccine-induced-heart-inflammation-in-children.aspx
FDA-2021-N-1088-94385,NO!  The vaccine is more harmful to children than Covid.
FDA-2021-N-1088-26534,Please please DoNot allow this vaccine to be given to our children!!
FDA-2021-N-1088-16732,I strongly oppose any regulations making covid vaccines available to kids 5-12 years of age. Not only are they very low risk of death but many studies show natural immunity is better than vaccine. The vax is still experimental and kids are not to be experimented on
FDA-2021-N-1088-1621,Please do not mandate or even recommend that children 5 to 11 receive the Covid vaccine. There have been too many side effects including death and too much is unknown about this vaccine to inject her children.
FDA-2021-N-1088-31480,I oppose covid vaccination mandates for children ages 5 - 11 due to concerns lack of long term safety studies and the potential for harm to children's health long term.Please vote NO to child vaccination mandates.
FDA-2021-N-1088-29061,Our kids should NOT be vaccinated.  Period.  It should NEVER be mandated and should be entirely up to the parents. 
FDA-2021-N-1088-31263,"Its unethical to coerce vaccination without consent to anybody especially kids. Enough with those fascism mandates. We the people are in charge of our body, not mandates, not government, not Pharma, not Gates."
FDA-2021-N-1088-105526,Children of that age group are still forming.  mRNA vaccines may alter their DNA. Children of that age their bodies’ are still forming and undergoing many changes. 
FDA-2021-N-1088-46099,There is no long term studies on the adverse effects of these vaccines on young kids. Most kids are very healthy with strong immune systems. Kids should not be given these shots at all!
FDA-2021-N-1088-125428,Nothing should be mandated. Decisions need to be made by the child’s parents not the government or the school. This is still an experimental vaccine that no one knows what the long term effects will be . My child my choice . 
FDA-2021-N-1088-23491,"As a former RN I am appalled that the FDA is fast-tracking C 19 vaccines, ESPECIALLY for children. This is about money and power, NOT health and safety."
FDA-2021-N-1088-72040,I am asking that the FDA please do not make these shots mandatory for our children. These shots need more time and research before we start giving them to our children. This is unprecedented what is happening and to give out a vaccine with little to zero research is ethically wrong and questionable. 
FDA-2021-N-1088-10543,Kids should not be given the Vaccine.There are scary side effects that are already.With out few years of study and side effects That the Vaccine can cause it is absolutely not responsible to even entertain the idea ofVaccinating kids that young.
FDA-2021-N-1088-89482,"Children do not need a covid vaccine. They have over 99% rate of healing from the disease. The ""experimental shots"" have not been approved, nor tested., To get approval it will take 2 years.  Do not take a chance of making these kids have life long problems from an experimental jab.  Boys ( 12 - 18) have already had heart problems and blood clots from this. Horrible idea!!"
FDA-2021-N-1088-100677,There has been a sharp increase in deaths after children have had the vaccine let alone carrying on with it let alone younger children! The FDA have declared the PCR test VOID as a Class 1 Revoke! So why are any so called vaccines as they are still in experimental stage keep being pushed that we need it?
FDA-2021-N-1088-26521,"Vaccination should be a parents choice, not the Government or the FDA.  Worry about yourself and your family, not ours.  "
FDA-2021-N-1088-126910,Please do not authorize this vaccine for children.   The science does not support this!  
FDA-2021-N-1088-128055,Please stop any covid 19 vaccines for children and teens. Stop compulsory testing as well. Is not neccessary 
FDA-2021-N-1088-13829,Children this age so not suffer enough from this virus to take the chance on filling them with poisons that may cause significant reactions the months and years to come.  Use your common good sense and realize this is not necessary nor should it be forced upon them.
FDA-2021-N-1088-18072,I don't see you the FDA wants to try to put this poison into our children.  Do they not see that this Juice is killing our teens as it is. Now they are wanting to kill all children.  I will not have my child get this poison Juice.
FDA-2021-N-1088-73869,If our government mandates our children be vaccinated I will be pulling both my children out of their public school
FDA-2021-N-1088-58620,Why? There’s no need for children to be vaccinated against this especially if they’ve already had covid and have antibodies. The vaccine only “works” because covid is not as severe in children. So why a vaccine for something that doesn’t affect them? When will enough be enough? 
FDA-2021-N-1088-68400,"I strongly oppose the use of the Covid-19 vaccine for children 5-12 years old.  Do not approve this.  If you have any moral and/or ethical beliefs, you WILL not approve this for 5-12 year-olds."
FDA-2021-N-1088-15277,We should not be vaccinating young children that do not have an issue dying from covid would be able to fight it off if they did get it. Plus there are medicines that will help them get through it. It makes no sense. Leave the children alone. My body my choice. My children my choice. The government should not be a dictator ship. Nor should our fda that does not always get it right either.
FDA-2021-N-1088-69776,Leave our children alone. They are not dying from the current illness. Look at the data. They don’t need prevention from something that isn’t harming them. Leave the children alone. 
FDA-2021-N-1088-87041,"There needs to be more time to study the affects on children 12+, how can it already be approved for a younger population"
FDA-2021-N-1088-15980,"Stop approval and mandate for children to be vaccinated with an unproven, unsafe vaccine."
FDA-2021-N-1088-120875,Do NOT approve vaccines mandates for our children. No long term studies have been completed. The evidence of myocarditis and multitude of different side effects post vaccination is astounding. No evidence of severe covid disease in children. DO NOT approve these vaccine mandates!!!
FDA-2021-N-1088-79137,Please do not force any vaccine upon our children.  This should be a choice by the parents and not the state (government).  
FDA-2021-N-1088-71131,Don't do this. Adverse events associated with this vaccine completely outweigh the risks of getting covid especially for young people. 
FDA-2021-N-1088-49570,There is absolutely NO reason to be mass vaccinating our children who are at less risk of death or serious injury from Covid 19 than they are from the common flu! Stop this massive intrusion into the lives of our children! Please follow the actual science and don’t be pressured by a political agenda.  Praying for you to do what is right for the children of the United States of Anerica. 
FDA-2021-N-1088-53187,"We do not know the long term (3,5,10+ year safety data on the Covid mRNA vaccine for children. But we do know that Covid has taken the lives of about 600 children total. That’s less than most causes of death. Do not make this shot a thing for children. Our entire figure generations are riding on it. "
FDA-2021-N-1088-74765,I am firmly opposed to the approval of the Covid vaccine for children. The clinical trials haven't even been finished yet and you want to use our children as guinea pigs. Children do NOT need a vaccine. They are naturally immune to the virus. The risks outweigh the benefits. 
FDA-2021-N-1088-72707,"I do not want mandated vaccines for the children, we the people have the right to choose! Not studied long enough and too many deaths already! "
FDA-2021-N-1088-123871,"What if you're wrong about this ""vaccine""?  There are plenty of reputable doctors saying we should avoid injecting our children at all cost. CHILDREN ARE THE LOWEST RISK GROUP AND THERE ARE EFFECTIVE TREATMENTS!  DO NOT DO THIS TO OUR CHILDREN!"
FDA-2021-N-1088-48098,"It is not ok to mandate an experimental medication for anyone, let alone children with absolutely no long term studies and many reported serious adverse reactions!"
FDA-2021-N-1088-120670,I am against requirements for our children 5 and above to receive the Corona Virus vaccination.
FDA-2021-N-1088-54510,"Please consider that this vaccine has not been studied and researched like other  vaccines,  children have a low risk of contracting covid and have a very high survival rate, why inject them with something that has been reported to be the cause of  death of over 150 K of adults and hundreds of thousands to suffer permanent disabling side effects.  PLEASE help us keep our children safe.




"
FDA-2021-N-1088-67499,Mandating the COVID vaccine for children is dangerous and irresponsible. 
FDA-2021-N-1088-99047,No Killer Vaccine for Children! Covid vaccine is a killer! How dare you do this to the children! EVIL! 
FDA-2021-N-1088-60281,I oppose any mandate that takes away our medical freedom and bodily autonomy.  
FDA-2021-N-1088-79714,"Do not vaccinate any child any age with all toxic Covid vaccinations produced by Moderna, Pfizer, and Johnson & Johnson! CEASE AND DESIST!  NO MRNA VACCINES PRODUCE SAFE NOVAVAX OR BETTER!"
FDA-2021-N-1088-122669,The risk/benefit ratio for kids makes no sense. The studies won’t be complete until 2023. Please stop mandatory vaccines for children now!
FDA-2021-N-1088-20808,"This is absolute madness! God, please protect our children."
FDA-2021-N-1088-105665,Would you vaccinate Your children and your grandchildren and they will be heathy? Pleas Please stop. 
FDA-2021-N-1088-1160,No experimental mRNA for children.  No mandates for anyone. 
FDA-2021-N-1088-10658,Please protect the children. Allow the vaccines to be fully evaluated for long term effects before approving them for children. 
FDA-2021-N-1088-11157,I do not agree with approving this experimental inoculation for children aged 5-11!!! Stop using our children as lab rats! There are no short term or long term studies on this poison! Don't do it!! Stand up for our children! Do the right thing. They have a 99.98% survivability rate for this virus. They are not in danger and are not superspreaders. STOP THE MEDICAL TYRANNY!!!!!!
FDA-2021-N-1088-118809,Leave the kids alone. They have natural immunity. No mandates - no coercion- no force!!  Protect out babies& future & freedoms
FDA-2021-N-1088-91612,"Children are not in grave danger from COVID-19. The vaccine should absolutely not be mandated for anyone, let alone those in the least risk group. Please think strongly about this and I implore you to act in tub best interest of the children. "
FDA-2021-N-1088-98649,No mandates for children. Parents should be the only ones who makes mandates for their children.
FDA-2021-N-1088-39377,To oppose the vaccine Mandate as it is statistically Not necessary for children.
FDA-2021-N-1088-34371,Please consider waiting for more studies to come in regarding safety and efficacy of the vaccine before mandating it to kids 5-12. Thanks
FDA-2021-N-1088-65700,no mandatesnfor children! children are more likely to die from this vaccine than to naturally fight off covid! they are better at healing than we imagine! no mandates!!!!
FDA-2021-N-1088-85314,"Pure madness. What for? Stop this evil now. The vaccine is not safe enough for adults even. Develop safe drugs, not an ineffective and risky vaccine and then try pump it into our innocents."
FDA-2021-N-1088-107383,"Please do not mandate this. Children are still developing and this vaccine has not been around long enough to know if it's safe onda growing child. 
"
